row_number,id_match,model,nickname,player,num_invalidos,num_valid_plays,avg_execution_time,win_status,old_raiting,old_RD,new_raiting,new_RD,appearance_order
4,272dbcff-fab3-11ef-91d3-005056c00003,google/gemini-2.0-pro-exp-02-05:free,J11,o,0,2,3.87594766667462,0.0,1600.0,300.0,1552.564296995509,296.3094839038523,1
16,6771ca07-fac1-11ef-9c01-005056c00003,google/gemini-exp-1206:free,J15,o,0,3,1.960432125008083,0.0,1600.0,300.0,1552.564296995509,296.3094839038523,1
11,555e6f4f-fab1-11ef-bc1b-005056c00003,deepseek/deepseek-r1:free,J9,x,0,3,31.93754733333481,0.0,1600.0,300.0,1551.2464994631598,296.08359412080887,1
13,6360dfb0-faad-11ef-828e-005056c00003,google/learnlm-1.5-pro-experimental:free,J16,x,0,3,5.370190433342941,0.0,1600.0,300.0,1551.2464994631598,296.08359412080887,1
6,368f6b6f-fac0-11ef-8289-005056c00003,sophosympatheia/rogue-rose-103b-v0.2:free,J8,o,1,3,4.464959775010357,0.0,1500.0,300.0,1450.387911864469,295.9325989945573,1
2,269c3cc7-feba-11ef-a3ca-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct:free,J6,o,0,2,3.1353948999894783,0.0,1500.0,350.0,1433.1714714771585,343.4630358735121,1
20,7d127c19-feb5-11ef-a51f-005056c00003,mistralai/mistral-small-24b-instruct-2501:free,J3,o,0,4,2.530168550030794,0.0,1500.0,350.0,1433.1714714771585,343.4630358735121,1
22,7edff50f-fac2-11ef-a475-005056c00003,gpt-3.5-turbo-0125,J17,o,0,3,0.9116749500026344,0.0,1500.0,350.0,1433.1714714771585,343.4630358735121,1
28,9d49d007-fabb-11ef-a8aa-005056c00003,cognitivecomputations/dolphin3.0-mistral-24b:free,J1,o,0,2,5.119563966669375,0.0,1500.0,350.0,1433.1714714771585,343.4630358735121,1
38,f96383b5-fabc-11ef-9902-005056c00003,google/gemini-2.0-flash-exp:free,J14,o,0,4,2.4260319999884814,1.0,1648.7535005368402,296.08359412080887,1698.951291293401,291.8518463831687,2
23,9747cfbd-fac0-11ef-a046-005056c00003,o3-mini,J20,x,0,4,8.681122499991034,1.0,1650.1425715247442,295.8377869838098,1698.9436856636703,291.8537059392916,2
29,b83bb9f8-fabd-11ef-8158-005056c00003,google/gemini-2.0-flash-thinking-exp-1219:free,J13,x,0,3,5.944983800000045,1.0,1650.1425715247442,295.8377869838098,1698.9436856636703,291.8537059392916,2
18,7b73956c-fabc-11ef-b81d-005056c00003,meta-llama/llama-3.3-70b-instruct:free,J5,o,0,4,5.400362925007357,1.0,1569.5600651405634,342.8736551678411,1641.9868614942568,334.9149000802702,2
32,c7d95d78-faaf-11ef-819e-005056c00003,gpt-4o,J18,o,0,3,4.261064566662147,1.0,1569.5600651405634,342.8736551678411,1640.4963156336503,335.2658792924851,2
34,d3428d59-fac1-11ef-9677-005056c00003,o1-mini,J19,o,1,4,11.974043000001984,0.0,1648.7535005368402,296.08359412080887,1601.1990985708871,292.32044015269213,2
9,5265f923-fabd-11ef-87b1-005056c00003,google/gemini-2.0-flash-thinking-exp:free,J12,x,2,5,5.517637040000409,0.5,1600.0,296.08359339601753,1600.0,292.32569442076004,2
10,5265f923-fabd-11ef-87b1-005056c00003,google/gemini-2.0-flash-lite-preview-02-05:free,J10,o,3,4,1.6345197249975172,0.5,1600.0,296.08359339601753,1600.0,292.32569442076004,2
33,d3428d59-fac1-11ef-9677-005056c00003,google/gemini-exp-1206:free,J15,x,0,5,2.664739640010521,1.0,1552.564296995509,296.3094839038523,1598.8704790077359,292.76042480542566,2
26,9ca4a597-faca-11ef-b5bc-005056c00003,deepseek/deepseek-r1-distill-llama-70b:free,J4,o,0,4,49.04923165000218,0.5,1569.5600651405634,342.8736551678411,1569.5600651405634,335.5735843420234,2
24,9747cfbd-fac0-11ef-a046-005056c00003,google/learnlm-1.5-pro-experimental:free,J16,o,0,3,3.7004742750068544,0.0,1551.2464994631598,296.08359412080887,1506.2656682348918,292.7489349143929,2
30,b83bb9f8-fabd-11ef-8158-005056c00003,deepseek/deepseek-r1:free,J9,o,3,2,48.49177280000004,0.0,1551.2464994631598,296.08359412080887,1506.2656682348918,292.7489349143929,2
37,f96383b5-fabc-11ef-9902-005056c00003,google/gemini-2.0-pro-exp-02-05:free,J11,x,0,4,3.844038340001134,0.0,1552.564296995509,296.3094839038523,1506.2581149832822,292.76042480542566,2
36,ee17a990-fabb-11ef-9d70-005056c00003,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,J2,o,1,3,4.659153700000995,0.0,1569.5600651405634,342.8736551678411,1502.5967445678386,336.15711970480794,2
40,fc5bd2e6-fac0-11ef-8397-005056c00003,qwen/qwen2.5-vl-72b-instruct:free,J7,o,3,2,2.9266046666695424,0.0,1569.5600651405634,342.8736551678411,1502.5967445678386,336.15711970480794,2
35,ee17a990-fabb-11ef-9d70-005056c00003,cognitivecomputations/dolphin3.0-mistral-24b:free,J1,x,3,4,5.517730125000526,1.0,1433.1714714771585,343.4630358735121,1497.6193941821884,337.290039975747,2
39,fc5bd2e6-fac0-11ef-8397-005056c00003,gpt-3.5-turbo-0125,J17,x,1,3,1.2058935999909106,1.0,1433.1714714771585,343.4630358735121,1497.6193941821884,337.290039975747,2
25,9ca4a597-faca-11ef-b5bc-005056c00003,mistralai/mistral-small-24b-instruct-2501:free,J3,x,10,5,4.775926160009112,0.5,1433.1714714771585,343.4630358735121,1433.1714714771585,337.29003932609567,2
31,c7d95d78-faaf-11ef-819e-005056c00003,sophosympatheia/rogue-rose-103b-v0.2:free,J8,x,0,3,6.5584336000029,0.0,1450.387911864469,295.9325989945573,1402.0738481010599,292.0356286712339,2
17,7b73956c-fabc-11ef-b81d-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct:free,J6,x,2,4,4.201671199995326,0.0,1433.1714714771585,343.4630358735121,1368.7235487721287,337.290039975747,2
