row_number,id_match,model,nickname,player,num_invalidos,num_valid_plays,avg_execution_time,win_status,old_raiting,old_RD,new_raiting,new_RD,appearance_order
33,c487ccca-fdce-11ef-bde8-005056c00003,google/gemini-2.0-flash-exp:free,J14,x,0,5,3.360860760009382,0.5,1568.4758152575419,248.57461368952025,1628.832912276074,224.56654058677705,2
25,beba5c1c-fdca-11ef-bd39-005056c00003,gpt-3.5-turbo-0125,J17,x,0,4,3.434322625005734,1.0,1343.6127881919504,281.0972627588908,1561.0608000189663,252.58669983707082,2
21,9972cadd-ff64-11ef-be43-005056c00003,cognitivecomputations/dolphin3.0-mistral-24b:free,J1,x,1,4,3.2330169749911875,1.0,1321.7743329493392,281.9310991071648,1532.237090341916,251.73005194235066,2
39,e915826f-ff6e-11ef-802d-005056c00003,gpt-4o,J18,x,0,3,2.900125450018095,0.0,1501.0111298353954,274.4157228042301,1446.7425871400883,246.40535369403554,2
26,beba5c1c-fdca-11ef-bd39-005056c00003,cognitivecomputations/dolphin3.0-r1-mistral-24b:free,J2,o,0,3,40.80852395000693,0.0,1655.780994880945,280.59483474799,1439.1379115473012,252.24640166467296,2
15,622bf04a-ff67-11ef-984f-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct:free,J6,x,1,3,5.165529866664049,1.0,1220.2202683012638,275.0752823979956,1435.9109650297837,246.2216542261414,2
37,e0b1c892-ff6c-11ef-933b-005056c00003,google/gemini-2.0-flash-lite-preview-02-05:free,J10,x,0,4,3.096783300017705,0.0,1469.2638360866467,248.91774403465064,1415.6244946059978,224.86005166730402,2
31,c38c5546-ff6d-11ef-9da7-005056c00003,meta-llama/llama-3.3-70b-instruct:free,J5,x,0,4,3.3723681500705425,0.0,1470.0538128029832,273.93698827704264,1408.672747464323,243.39854791594004,2
22,9972cadd-ff64-11ef-be43-005056c00003,mistralai/mistral-small-24b-instruct-2501:free,J3,o,2,3,3.5343857000407297,0.0,1609.0165319879347,281.9310986893499,1398.5537722050476,251.73005347786216,2
36,d326afbc-ff62-11ef-8dd1-005056c00003,deepseek/deepseek-r1-distill-llama-70b:free,J4,o,5,3,25.42578999993081,0.0,1420.8159681388688,274.1965358984208,1364.518501177102,245.4613271961354,2
16,622bf04a-ff67-11ef-984f-005056c00003,sophosympatheia/rogue-rose-103b-v0.2:free,J8,o,2,2,6.405808000010438,0.0,1520.1268772784479,253.55497078970902,1337.7970446571287,231.29743773651742,2
30,c3189110-ff6b-11ef-8d4d-005056c00003,google/learnlm-1.5-pro-experimental:free,J16,o,0,3,3.2343690333655104,0.0,1375.294985166516,249.22435052704535,1321.6199800204129,225.12226424831172,2
19,8d75ab6d-ff68-11ef-a53c-005056c00003,qwen/qwen2.5-vl-72b-instruct:free,J7,x,0,4,19.158108680020085,0.0,1345.1248430315613,274.3416862350548,1286.9412561071558,244.88065336670945,2
