id,id_match,player,move,valid,win,model,execution_time,timestamp,board
67dda25db64b0b2eff18b0ad,f2c10bac-0679-11f0-a72b-005056c00003,x,"['mark', '1', '2']",0,0,google/gemini-2.0-flash-thinking-exp:free,6.499873599999773,2025-03-21T17:31:09.440000,"[['cell', '3', '1', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '2', 'x'], ['cell', '3', '2', 'o'], ['cell', '3', '3', 'x'], ['cell', '2', '1', 'o'], ['cell', '1', '3', 'x'], ['cell', '2', '3', 'o'], ['control', 'x']]"
67dda272b64b0b2eff18b0af,f2c10bac-0679-11f0-a72b-005056c00003,x,"['mark', '3', '1']",1,0,google/gemini-2.0-flash-thinking-exp:free,18.174963299999945,2025-03-21T17:31:30.607000,"[['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '2', 'x'], ['cell', '3', '2', 'o'], ['cell', '3', '3', 'x'], ['cell', '2', '1', 'o'], ['cell', '1', '3', 'x'], ['cell', '2', '3', 'o'], ['cell', '3', '1', 'x'], ['control', 'o']]"
67dda285b64b0b2eff18b0b1,f2c10bac-0679-11f0-a72b-005056c00003,o,"['mark', '3', '1']",0,0,o3-mini,16.348955000001297,2025-03-21T17:31:49.563000,"[['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '2', 'x'], ['cell', '3', '2', 'o'], ['cell', '3', '3', 'x'], ['cell', '2', '1', 'o'], ['cell', '1', '3', 'x'], ['cell', '2', '3', 'o'], ['cell', '3', '1', 'x'], ['control', 'o']]"
67dd99f7318458a1202858a7,4137478d-0675-11f0-aff1-005056c00003,x,"['mark', '2', '2']",1,0,google/gemini-2.0-flash-thinking-exp-1219:free,4.902623699999822,2025-03-21T16:55:19.936000,"[['cell', '1', '1', 'b'], ['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['control', 'o']]"
67dd9a05318458a1202858a9,4137478d-0675-11f0-aff1-005056c00003,o,"['mark', '1', '1']",1,0,deepseek/deepseek-r1:free,9.940724200000659,2025-03-21T16:55:33.721000,"[['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['control', 'x']]"
67dd9a0d318458a1202858ab,4137478d-0675-11f0-aff1-005056c00003,x,['None'],0,0,google/gemini-2.0-flash-thinking-exp-1219:free,1.998941100000593,2025-03-21T16:55:41.609000,"[['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['control', 'x']]"
67dd9a11318458a1202858ad,4137478d-0675-11f0-aff1-005056c00003,x,"['mark', '1', '3']",1,0,google/gemini-2.0-flash-thinking-exp-1219:free,2.0863337000000683,2025-03-21T16:55:45.947000,"[['cell', '1', '2', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '3', 'x'], ['control', 'o']]"
67dd9a5e318458a1202858af,4137478d-0675-11f0-aff1-005056c00003,o,"['mark', '3', '3']",1,0,deepseek/deepseek-r1:free,70.38019200000053,2025-03-21T16:57:02.608000,"[['cell', '1', '2', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '3', 'x'], ['cell', '3', '3', 'o'], ['control', 'x']]"
67dd9a6b318458a1202858b1,4137478d-0675-11f0-aff1-005056c00003,x,"['mark', '1', '3']",0,0,google/gemini-2.0-flash-thinking-exp-1219:free,8.106245800001489,2025-03-21T16:57:15.963000,"[['cell', '1', '2', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '3', 'x'], ['cell', '3', '3', 'o'], ['control', 'x']]"
67dd9a77318458a1202858b3,4137478d-0675-11f0-aff1-005056c00003,x,"['mark', '1', '3']",0,0,google/gemini-2.0-flash-thinking-exp-1219:free,8.145964700001059,2025-03-21T16:57:27.175000,"[['cell', '1', '2', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '3', 'x'], ['cell', '3', '3', 'o'], ['control', 'x']]"
67dd9a86318458a1202858b5,4137478d-0675-11f0-aff1-005056c00003,x,"['mark', '1', '2']",1,0,google/gemini-2.0-flash-thinking-exp-1219:free,10.211237800000163,2025-03-21T16:57:42.367000,"[['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '3', 'x'], ['cell', '3', '3', 'o'], ['cell', '1', '2', 'x'], ['control', 'o']]"
67dd9abf318458a1202858b7,4137478d-0675-11f0-aff1-005056c00003,o,"['mark', '3', '3']",0,0,deepseek/deepseek-r1:free,54.37999839999975,2025-03-21T16:58:39.234000,"[['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '3', 'x'], ['cell', '3', '3', 'o'], ['cell', '1', '2', 'x'], ['control', 'o']]"
67dd9adb318458a1202858b9,4137478d-0675-11f0-aff1-005056c00003,o,"['mark', '3', '1']",1,0,deepseek/deepseek-r1:free,25.277878499999133,2025-03-21T16:59:07.842000,"[['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '2', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '3', 'x'], ['cell', '3', '3', 'o'], ['cell', '1', '2', 'x'], ['cell', '3', '1', 'o'], ['control', 'x']]"
67dd9ae8318458a1202858bb,4137478d-0675-11f0-aff1-005056c00003,x,"['mark', '3', '2']",1,1,google/gemini-2.0-flash-thinking-exp-1219:free,9.924697300000844,2025-03-21T16:59:20.282000,"[['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '3', 'x'], ['cell', '3', '3', 'o'], ['cell', '1', '2', 'x'], ['cell', '3', '1', 'o'], ['cell', '3', '2', 'x'], ['control', 'o']]"
67dd9af2318458a1202858bd,4137478d-0675-11f0-aff1-005056c00003,o,"['mark', '3', '2']",0,1,deepseek/deepseek-r1:free,7.177122600000075,2025-03-21T16:59:30.718000,"[['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '2', '2', 'x'], ['cell', '1', '1', 'o'], ['cell', '1', '3', 'x'], ['cell', '3', '3', 'o'], ['cell', '1', '2', 'x'], ['cell', '3', '1', 'o'], ['cell', '3', '2', 'x'], ['control', 'o']]"
67dd9ca85749a472ce9a4af6,da34b89f-0676-11f0-82f6-005056c00003,x,"['mark', '1', '1']",1,0,google/gemini-2.0-flash-exp:free,3.9980529000004026,2025-03-21T17:06:48.314000,"[['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '2', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['control', 'o']]"
67dd9cac5749a472ce9a4af8,da34b89f-0676-11f0-82f6-005056c00003,o,"[""['o', '0', '0']""]",0,0,gpt-3.5-turbo-0125,0.9623587999994925,2025-03-21T17:06:52.296000,"[['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '2', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['control', 'o']]"
67dd9caf5749a472ce9a4afa,da34b89f-0676-11f0-82f6-005056c00003,o,"['mark', '1', '2']",1,0,gpt-3.5-turbo-0125,0.9385022999995272,2025-03-21T17:06:55.367000,"[['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '2', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['cell', '1', '2', 'o'], ['control', 'x']]"
67dd9cb45749a472ce9a4afc,da34b89f-0676-11f0-82f6-005056c00003,x,"['mark', '2', '2']",1,0,google/gemini-2.0-flash-exp:free,2.472815699999046,2025-03-21T17:07:00.172000,"[['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['cell', '1', '2', 'o'], ['cell', '2', '2', 'x'], ['control', 'o']]"
67dd9cb85749a472ce9a4afe,da34b89f-0676-11f0-82f6-005056c00003,o,"['mark', '1', '0']",0,0,gpt-3.5-turbo-0125,1.0794790999989345,2025-03-21T17:07:04.259000,"[['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['cell', '1', '2', 'o'], ['cell', '2', '2', 'x'], ['control', 'o']]"
67dd9cbd5749a472ce9a4b00,da34b89f-0676-11f0-82f6-005056c00003,o,"['mark', '3', '3']",1,0,gpt-3.5-turbo-0125,1.5757198999999673,2025-03-21T17:07:09.231000,"[['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '1', '1', 'x'], ['cell', '1', '2', 'o'], ['cell', '2', '2', 'x'], ['cell', '3', '3', 'o'], ['control', 'x']]"
67dd9cc25749a472ce9a4b02,da34b89f-0676-11f0-82f6-005056c00003,x,"['mark', '1', '3']",1,0,google/gemini-2.0-flash-exp:free,2.762413299999025,2025-03-21T17:07:14.269000,"[['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '1', '1', 'x'], ['cell', '1', '2', 'o'], ['cell', '2', '2', 'x'], ['cell', '3', '3', 'o'], ['cell', '1', '3', 'x'], ['control', 'o']]"
67dd9cc55749a472ce9a4b04,da34b89f-0676-11f0-82f6-005056c00003,o,"['mark', '1', '1']",0,0,gpt-3.5-turbo-0125,0.8471040000003995,2025-03-21T17:07:17.846000,"[['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '1', '1', 'x'], ['cell', '1', '2', 'o'], ['cell', '2', '2', 'x'], ['cell', '3', '3', 'o'], ['cell', '1', '3', 'x'], ['control', 'o']]"
67dd9cc95749a472ce9a4b06,da34b89f-0676-11f0-82f6-005056c00003,o,"['mark', '2', '1']",1,0,gpt-3.5-turbo-0125,1.1624597999998514,2025-03-21T17:07:21.935000,"[['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '1', '1', 'x'], ['cell', '1', '2', 'o'], ['cell', '2', '2', 'x'], ['cell', '3', '3', 'o'], ['cell', '1', '3', 'x'], ['cell', '2', '1', 'o'], ['control', 'x']]"
67dd9cce5749a472ce9a4b08,da34b89f-0676-11f0-82f6-005056c00003,x,"['mark', '3', '1']",1,1,google/gemini-2.0-flash-exp:free,2.34238920000098,2025-03-21T17:07:26.749000,"[['cell', '2', '3', 'b'], ['cell', '3', '2', 'b'], ['cell', '1', '1', 'x'], ['cell', '1', '2', 'o'], ['cell', '2', '2', 'x'], ['cell', '3', '3', 'o'], ['cell', '1', '3', 'x'], ['cell', '2', '1', 'o'], ['cell', '3', '1', 'x'], ['control', 'o']]"
67dd9cd35749a472ce9a4b0a,da34b89f-0676-11f0-82f6-005056c00003,o,['None'],0,1,gpt-3.5-turbo-0125,1.8658805999984907,2025-03-21T17:07:31.101000,"[['cell', '2', '3', 'b'], ['cell', '3', '2', 'b'], ['cell', '1', '1', 'x'], ['cell', '1', '2', 'o'], ['cell', '2', '2', 'x'], ['cell', '3', '3', 'o'], ['cell', '1', '3', 'x'], ['cell', '2', '1', 'o'], ['cell', '3', '1', 'x'], ['control', 'o']]"
67ddabed35c5fed0f38a7889,f5b43cd1-067f-11f0-bfd8-005056c00003,x,"['mark', '1', '1']",1,0,google/gemini-exp-1206:free,5.181454400000803,2025-03-21T18:11:57.492000,"[['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '2', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['control', 'o']]"
67ddabf735c5fed0f38a788b,f5b43cd1-067f-11f0-bfd8-005056c00003,o,"['mark', '2', '2']",1,0,google/gemini-2.0-pro-exp-02-05:free,5.72273049999967,2025-03-21T18:12:07.122000,"[['cell', '1', '2', 'b'], ['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['cell', '2', '2', 'o'], ['control', 'x']]"
67ddabff35c5fed0f38a788d,f5b43cd1-067f-11f0-bfd8-005056c00003,x,"['mark', '1', '2']",1,0,google/gemini-exp-1206:free,5.333048399999825,2025-03-21T18:12:15.032000,"[['cell', '1', '3', 'b'], ['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['cell', '2', '2', 'o'], ['cell', '1', '2', 'x'], ['control', 'o']]"
67ddac0535c5fed0f38a788f,f5b43cd1-067f-11f0-bfd8-005056c00003,o,"['mark', '1', '3']",1,0,google/gemini-2.0-pro-exp-02-05:free,3.9495169000001624,2025-03-21T18:12:21.425000,"[['cell', '2', '1', 'b'], ['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['cell', '2', '2', 'o'], ['cell', '1', '2', 'x'], ['cell', '1', '3', 'o'], ['control', 'x']]"
67ddac0b35c5fed0f38a7891,f5b43cd1-067f-11f0-bfd8-005056c00003,x,"['mark', '2', '1']",1,0,google/gemini-exp-1206:free,3.709039199999097,2025-03-21T18:12:27.969000,"[['cell', '2', '3', 'b'], ['cell', '3', '1', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['cell', '2', '2', 'o'], ['cell', '1', '2', 'x'], ['cell', '1', '3', 'o'], ['cell', '2', '1', 'x'], ['control', 'o']]"
67ddac1235c5fed0f38a7893,f5b43cd1-067f-11f0-bfd8-005056c00003,o,"['mark', '3', '1']",1,1,google/gemini-2.0-pro-exp-02-05:free,3.4692164000007324,2025-03-21T18:12:34.004000,"[['cell', '2', '3', 'b'], ['cell', '3', '2', 'b'], ['cell', '3', '3', 'b'], ['cell', '1', '1', 'x'], ['cell', '2', '2', 'o'], ['cell', '1', '2', 'x'], ['cell', '1', '3', 'o'], ['cell', '2', '1', 'x'], ['cell', '3', '1', 'o'], ['control', 'x']]"
